stand_number,phase,area_sqm,cost_per_sqm,total_cost
3449,B,1200.0,15.0,18000
3450,B,1200.0,15.0,18000
3451,B,1200.0,15.0,18000
3452,B,1200.0,15.0,18000
3453,B,1508.0,15.0,22620
3454,B,1200.0,15.0,18000
3455,B,1200.0,15.0,18000
3456,B,1200.0,15.0,18000
3457,B,1200.0,15.0,18000
3458,B,1200.0,15.0,18000
3459,B,1200.0,15.0,18000
3460,B,1200.0,15.0,18000
3461,B,1200.0,15.0,18000
3462,B,1200.0,15.0,18000
3463,B,1200.0,15.0,18000
3464,B,1200.0,15.0,18000
3465,B,1200.0,15.0,18000
3466,B,1200.0,15.0,18000
3467,B,1200.0,15.0,18000
3468,B,1200.0,15.0,18000
3469,B,1249.0,15.0,18735
3470,B,1203.0,15.0,18045
3471,B,1223.0,15.0,18345
3472,B,2198.0,15.0,32970
3473,B,2414.0,15.0,36210
3474,B,2377.0,15.0,35655
3475,B,2106.0,15.0,31590
3476,B,1211.0,15.0,18165
3477,B,1200.0,15.0,18000
3478,B,1200.0,15.0,18000
3479,B,1200.0,15.0,18000
3480,B,1200.0,15.0,18000
3481,B,1200.0,15.0,18000
3482,B,1200.0,15.0,18000
3483,B,1200.0,15.0,18000
3484,B,1200.0,15.0,18000
3485,B,1200.0,15.0,18000
3486,B,1200.0,15.0,18000
3487,B,1200.0,15.0,18000
3488,B,1200.0,15.0,18000
3489,B,1200.0,15.0,18000
3490,B,1707.0,15.0,25605
3491,B,1200.0,15.0,18000
3492,B,1200.0,15.0,18000
3493,B,1200.0,15.0,18000
3494,B,1200.0,15.0,18000
3495,B,1200.0,15.0,18000
3496,B,1804.0,15.0,27060
3497,M,2153.0,15.0,32295
3498,M,1468.0,15.0,22020
3499,M,2969.0,15.0,44535
3500,M,1481.0,15.0,22215
3501,M,3067.0,15.0,46005
3502,M,1981.0,15.0,29715
3503,M,1195.0,15.0,17925
3504,M,1195.0,15.0,17925
3505,M,1195.0,15.0,17925
3506,M,1195.0,15.0,17925
3507,M,1196.0,15.0,17940
3508,M,1370.0,15.0,20550
3509,M,1639.0,15.0,24585
3510,M,1200.0,15.0,18000
3511,M,1200.0,15.0,18000
3512,M,1200.0,15.0,18000
3513,M,1200.0,15.0,18000
3514,M,1655.0,15.0,24825
3515,M,1120.0,15.0,16800
3516,M,1138.0,15.0,17070
3517,M,1138.0,15.0,17070
3518,M,1138.0,15.0,17070
3519,M,1138.0,15.0,17070
3520,M,1138.0,15.0,17070
3521,M,1138.0,15.0,17070
3522,M,1138.0,15.0,17070
3523,M,1332.0,15.0,19980
3524,M,1334.0,15.0,20010
3525,M,1150.0,15.0,17250
3526,M,1150.0,15.0,17250
3527,M,1150.0,15.0,17250
3528,M,1150.0,15.0,17250
3529,M,1150.0,15.0,17250
3530,M,1150.0,15.0,17250
3531,M,1150.0,15.0,17250
3532,M,1140.0,15.0,17100
3533,M,1050.0,15.0,15750
3534,M,1000.0,15.0,15000
3535,M,1000.0,15.0,15000
3536,M,1000.0,15.0,15000
3537,M,1000.0,15.0,15000
3538,M,1000.0,15.0,15000
3539,M,1000.0,15.0,15000
3540,M,1000.0,15.0,15000
3541,M,1000.0,15.0,15000
3542,M,1000.0,15.0,15000
3543,M,1000.0,15.0,15000
3544,M,1000.0,15.0,15000
3545,M,1000.0,15.0,15000
3546,M,1000.0,15.0,15000
3547,M,1000.0,15.0,15000
3548,M,1000.0,15.0,15000
3549,M,1000.0,15.0,15000
3550,M,1000.0,15.0,15000
3551,M,1440.0,15.0,21600
3552,M,1142.0,15.0,17130
3553,M,1161.0,15.0,17415
3554,M,1120.0,15.0,16800
3555,M,1120.0,15.0,16800
3556,M,1120.0,15.0,16800
3557,M,1120.0,15.0,16800
3558,M,1120.0,15.0,16800
3559,M,1119.0,15.0,16785
3560,M,1171.0,15.0,17565
3561,M,1430.0,15.0,21450
3562,M,1345.0,15.0,20175
3563,M,1200.0,15.0,18000
3564,M,1200.0,15.0,18000
3565,M,1200.0,15.0,18000
3566,M,1200.0,15.0,18000
3567,M,1200.0,15.0,18000
3568,M,1200.0,15.0,18000
3569,M,1690.0,15.0,25350
3570,M,1682.0,15.0,25230
3571,M,1200.0,15.0,18000
3572,M,1187.0,15.0,17805
3573,M,1196.0,15.0,17940
3574,M,1202.0,15.0,18030
3575,M,1202.0,15.0,18030
3576,M,1197.0,15.0,17955
3577,M,1431.0,15.0,21465
3578,M,1221.0,15.0,18315
3579,M,1092.0,15.0,16380
3580,M,1084.0,15.0,16260
3581,M,1090.0,15.0,16350
3582,M,1090.0,15.0,16350
3583,M,1090.0,15.0,16350
3584,M,1137.0,15.0,17055
3585,M,1119.0,15.0,16785
3586,M,1620.0,15.0,24300
3587,M,1200.0,15.0,18000
3588,M,1200.0,15.0,18000
3589,M,1200.0,15.0,18000
3590,M,1200.0,15.0,18000
3591,M,1200.0,15.0,18000
3592,M,1200.0,15.0,18000
3593,M,1658.0,15.0,24870
3594,M,1659.0,15.0,24885
3595,M,1200.0,15.0,18000
3596,M,1200.0,15.0,18000
3597,M,1200.0,15.0,18000
3598,M,1200.0,15.0,18000
3599,M,1200.0,15.0,18000
3600,M,1200.0,15.0,18000
3601,M,1200.0,15.0,18000
3602,M,1890.0,15.0,28350
3603,M,2456.0,15.0,36840
3604,M,1945.0,15.0,29175
3605,M,1200.0,15.0,18000
3606,M,1200.0,15.0,18000
3607,M,1200.0,15.0,18000
3608,M,1200.0,15.0,18000
3609,M,1200.0,15.0,18000
3610,M,1200.0,15.0,18000
3611,M,1200.0,15.0,18000
3612,M,1200.0,15.0,18000
3613,M,1710.0,15.0,25650
3614,M,1362.0,15.0,20430
3615,M,1200.0,15.0,18000
3616,M,1200.0,15.0,18000
3617,M,1200.0,15.0,18000
3618,M,1200.0,15.0,18000
3619,M,1200.0,15.0,18000
3620,M,1200.0,15.0,18000
3621,M,1200.0,15.0,18000
3622,M,1200.0,15.0,18000
3623,M,1200.0,15.0,18000
3624,M,1184.0,15.0,17760
3625,M,1205.0,15.0,18075
3626,M,1200.0,15.0,18000
3627,M,1200.0,15.0,18000
3628,M,1200.0,15.0,18000
3629,M,1200.0,15.0,18000
3630,M,1200.0,15.0,18000
3631,M,1200.0,15.0,18000
3632,M,1200.0,15.0,18000
3633,M,1200.0,15.0,18000
3634,M,1681.0,15.0,25215
3635,M,2174.0,15.0,32610
3636,M,1186.0,15.0,17790
3637,M,1200.0,15.0,18000
3638,M,1200.0,15.0,18000
3639,M,1200.0,15.0,18000
3640,M,1200.0,15.0,18000
3641,M,1200.0,15.0,18000
3642,M,1200.0,15.0,18000
3643,M,1200.0,15.0,18000
3644,M,1200.0,15.0,18000
3645,M,1827.0,15.0,27405
3646,I,29600,15.0,444000
3647,D,36900,15.0,553500
3648,D,33600,15.0,504000
3649,R,30095,15.0,451425
3650,H,35734,15.0,536010
3651,L3,24366,15.0,365490
3652,H,49400,15.0,741000
3653,R,34961,15.0,524415
3654,R,39017,15.0,585255
3655,R,32990,15.0,494850
3656,G,42393,15.0,635895
3657,G,18953,15.0,284295
3658,B,39500,15.0,592500
3659,B,120000,15.0,1800000
3660,N,48100,15.0,721500
3661,N,29000,15.0,435000
3662,N,27800,15.0,417000
3663,N,28100,15.0,421500
3664,L2,96000,15.0,1440000
3665,L2,42597,15.0,638955
3666,L3,30453,15.0,456795
3667,P,23294,15.0,349410
3668,P,29600,15.0,444000
3669,P,14811,15.0,222165
3670,P,76000,15.0,1140000
3671,L1,47445,15.0,711675
3672,K,79800,15.0,1197000
3673,U3,41172,15.0,617580
3674,U3,41172,15.0,617580
3675,S2,33298,15.0,499470
3676,S2,52414,15.0,786210
3677,T,88000,15.0,1320000
3678,T,88000,15.0,1320000
3679,E,37000.0,15.0,555000
3680,D,1614.0,15.0,24210
3681,R,36000.0,15.0,540000
3682,C,36000,15.0,540000
3683,C,17815,15.0,267225
3684,C,151671,15.0,2275065
3685,R,2172,15.0,32580
3686,R,2172,15.0,32580
3687,D,12466,15.0,186990
3688,D,7900,15.0,118500
3689,I,2842,15.0,42630
3690,I,2530,15.0,37950
3691,I,78841.0,15.0,1182615
3692,H,11819,15.0,177285
3693,-,40200,15.0,603000
3694,L3,50249.0,15.0,753735
3695,L3,12340,15.0,185100
3696,L3,4680.0,15.0,70200
3697,L3,2306.0,15.0,34590
3698,L3,2364,15.0,35460
3699,L3,15100,15.0,226500
3700,L3,2029,15.0,30435
3701,L3,3324,15.0,49860
3702,L3,32957.0,15.0,494355
3703,L2,1900.0,15.0,28500
3704,L2,29000.0,15.0,435000
3705,L2,4900.0,15.0,73500
3706,L2,41165.0,15.0,617475
3707,L2,69840.0,15.0,1047600
3708,L2,15436.0,15.0,231540
3709,L2,15430.0,15.0,231450
3710,L2,2799.0,15.0,41985
3711,L2,2000.0,15.0,30000
3712,L2,2000.0,15.0,30000
3713,L2,3325.0,15.0,49875
3714,L2,1843.0,15.0,27645
3715,L2,2203.0,15.0,33045
3716,P,2357.0,15.0,35355
3717,P,78222.0,15.0,1173330
3718,S1,34927.0,15.0,523905
3719,S1,48586.0,15.0,728790
3720,P,96831.0,15.0,1452465
3721,L1,47000.0,15.0,705000
3722,L1,34300.0,15.0,514500
3723,P,54490.0,15.0,817350
3724,L1,60000.0,15.0,900000
3725,L1,3383.0,15.0,50745
3726,P,3116.0,15.0,46740
3727,P,2000.0,15.0,30000
3728,P,2000.0,15.0,30000
3729,P,7957.0,15.0,119355
3730,P,2548.0,15.0,38220
3731,P,2000.0,15.0,30000
3732,P,2000.0,15.0,30000
3733,P,7953.0,15.0,119295
3734,J,5894.0,15.0,88410
3735,J,18700.0,15.0,280500
3736,J,87500.0,15.0,1312500
3737,J,1081.0,15.0,16215
3738,J,23700.0,15.0,355500
3739,J,2600.0,15.0,39000
3740,J,28952.0,15.0,434280
3741,J,28952.0,15.0,434280
3742,N,35600.0,15.0,534000
3743,K,28952.0,15.0,434280
3744,K,4631.0,15.0,69465
3745,K,1049.0,15.0,15735
3746,K,41000.0,15.0,615000
3747,K,116700.0,15.0,1750500
3748,K,38000.0,15.0,570000
3749,Q,4881.0,15.0,73215
3750,-,26000.0,15.0,390000
3751,-,25000.0,15.0,375000
3752,-,13100.0,15.0,196500
3753,-,33500.0,15.0,502500
3754,-,37500.0,15.0,562500
3755,-,17300.0,15.0,259500
3756,-,87500.0,15.0,1312500
3757,F,221890.0,15.0,3328350
3758,A,4800.0,15.0,72000
3759,A,62800.0,15.0,942000
3760,U2,54438.0,15.0,816570
3761,U2,54438.0,15.0,816570
3762,A,11562.0,15.0,173430
3763,A,24750.0,15.0,371250
3764,A,14468.0,15.0,217020
3765,G,2000.0,15.0,30000
3766,G,25089.0,15.0,376335
3767,G,3600.0,15.0,54000
3768,R,78600.0,15.0,1179000
3769,R,35700.0,15.0,535500
3770,R,42040.0,15.0,630600
3771,G,1978.0,15.0,29670
3772,G,1768.0,15.0,26520
3773,G,1747.0,15.0,26205
3774,G,4057.0,15.0,60855
3775,N,2019.0,15.0,30285
3776,N,27800.0,15.0,417000
3777,N,3141.0,15.0,47115
3778,N,3100.0,15.0,46500
3779,N,2700.0,15.0,40500
3780,N,24000.0,15.0,360000
3781,N,6300.0,15.0,94500
3782,N,4200.0,15.0,63000
3783,N,9800.0,15.0,147000
3784,N,16800.0,15.0,252000
3785,N,8800.0,15.0,132000
3786,N,17350.0,15.0,260250
3787,N,21714.0,15.0,325710
3788,L3,2712.0,15.0,40680
3789,E,5000.0,15.0,75000
3790,D,5470.0,15.0,82050
3791,N,3700.0,15.0,55500
3792,C,27577.0,15.0,413655
3793,N,2026,15.0,30390
